Team,StreakType,Length,StartDate,EndDate
St. Louis Browns,LOSS,5,1928-04-16,1928-04-20
St. Louis Browns,LOSS,9,1928-05-08,1928-05-22
St. Louis Browns,WIN,5,1928-07-12,1928-07-17
St. Louis Browns,LOSS,5,1928-07-19,1928-07-21
St. Louis Browns,WIN,5,1928-07-22,1928-07-26
St. Louis Browns,LOSS,7,1928-07-26,1928-08-01
St. Louis Browns,WIN,5,1928-08-27,1928-08-31
Boston Red Sox,LOSS,5,1928-04-24,1928-05-01
Boston Red Sox,WIN,7,1928-05-11,1928-05-21
Boston Red Sox,LOSS,5,1928-05-28,1928-06-02
Boston Red Sox,LOSS,6,1928-07-03,1928-07-07
Boston Red Sox,LOSS,5,1928-07-12,1928-07-16
Boston Red Sox,LOSS,7,1928-07-24,1928-07-28
Boston Red Sox,LOSS,5,1928-07-30,1928-08-02
Boston Red Sox,LOSS,6,1928-08-06,1928-08-12
Boston Red Sox,LOSS,5,1928-08-20,1928-08-23
Chicago Cubs,WIN,13,1928-05-05,1928-05-19
Chicago Cubs,WIN,8,1928-07-10,1928-07-17
Chicago Cubs,LOSS,5,1928-08-05,1928-08-08
Chicago Cubs,WIN,5,1928-08-22,1928-08-26
Cincinnati Reds,WIN,7,1928-07-03,1928-07-10
Cincinnati Reds,WIN,5,1928-07-20,1928-07-25
Cincinnati Reds,LOSS,8,1928-07-30,1928-08-08
Cincinnati Reds,LOSS,5,1928-08-27,1928-09-02
Cincinnati Reds,LOSS,5,1928-09-22,1928-09-25
Cleveland Indians,LOSS,5,1928-05-27,1928-06-01
Cleveland Indians,LOSS,7,1928-06-03,1928-06-12
Cleveland Indians,LOSS,5,1928-07-15,1928-07-17
Cleveland Indians,LOSS,5,1928-08-19,1928-08-24
Cleveland Indians,LOSS,11,1928-09-02,1928-09-16
Detroit Tigers,LOSS,7,1928-05-11,1928-05-17
Detroit Tigers,LOSS,5,1928-06-11,1928-06-15
Detroit Tigers,WIN,5,1928-08-19,1928-08-23
Detroit Tigers,LOSS,5,1928-09-02,1928-09-04
Brooklyn Robins,LOSS,5,1928-05-07,1928-05-12
Brooklyn Robins,WIN,6,1928-06-23,1928-06-26
Philadelphia Athletics,WIN,7,1928-04-20,1928-05-01
Philadelphia Athletics,WIN,6,1928-05-04,1928-05-11
Philadelphia Athletics,WIN,5,1928-05-19,1928-05-23
Philadelphia Athletics,LOSS,5,1928-05-25,1928-05-28
Philadelphia Athletics,WIN,5,1928-06-11,1928-06-15
Philadelphia Athletics,LOSS,6,1928-06-24,1928-06-28
Philadelphia Athletics,WIN,7,1928-07-17,1928-07-21
Philadelphia Athletics,WIN,10,1928-07-25,1928-08-02
Philadelphia Athletics,WIN,5,1928-09-04,1928-09-08
Pittsburgh Pirates,LOSS,6,1928-05-25,1928-05-30
Pittsburgh Pirates,LOSS,5,1928-07-01,1928-07-06
Pittsburgh Pirates,WIN,9,1928-07-07,1928-07-18
