Team,StreakType,Length,StartDate,EndDate
California Angels,WIN,5,1981-05-09,1981-05-14
California Angels,LOSS,8,1981-09-05,1981-09-12
California Angels,LOSS,6,1981-09-14,1981-09-20
Baltimore Orioles,WIN,5,1981-05-04,1981-05-09
Baltimore Orioles,WIN,8,1981-05-13,1981-05-20
Baltimore Orioles,LOSS,5,1981-05-30,1981-06-04
Boston Red Sox,LOSS,7,1981-04-27,1981-05-03
Boston Red Sox,WIN,5,1981-05-06,1981-05-11
Boston Red Sox,WIN,6,1981-05-18,1981-05-23
Chicago Cubs,LOSS,12,1981-04-12,1981-04-26
Chicago Cubs,LOSS,8,1981-05-12,1981-05-20
Chicago Cubs,LOSS,5,1981-08-31,1981-09-04
Cincinnati Reds,WIN,8,1981-05-12,1981-05-20
Cincinnati Reds,WIN,7,1981-06-03,1981-06-11
Cincinnati Reds,WIN,5,1981-09-22,1981-09-27
Cleveland Indians,WIN,5,1981-04-16,1981-04-22
Cleveland Indians,LOSS,7,1981-06-07,1981-08-11
Cleveland Indians,WIN,5,1981-08-25,1981-08-30
Cleveland Indians,LOSS,5,1981-09-11,1981-09-17
Cleveland Indians,WIN,5,1981-09-26,1981-10-02
Detroit Tigers,WIN,5,1981-04-14,1981-04-18
Detroit Tigers,LOSS,10,1981-04-19,1981-04-29
Detroit Tigers,WIN,9,1981-08-14,1981-08-23
Detroit Tigers,WIN,5,1981-08-30,1981-09-03
Detroit Tigers,LOSS,5,1981-09-14,1981-09-18
Houston Astros,WIN,5,1981-04-26,1981-05-01
Houston Astros,WIN,9,1981-08-28,1981-09-04
Kansas City Royals,WIN,6,1981-09-12,1981-09-18
Kansas City Royals,WIN,5,1981-09-27,1981-10-02
Los Angeles Dodgers,WIN,6,1981-04-09,1981-04-15
Los Angeles Dodgers,WIN,7,1981-05-10,1981-05-17
Los Angeles Dodgers,WIN,5,1981-08-24,1981-08-28
Los Angeles Dodgers,LOSS,5,1981-09-18,1981-09-23
Montreal Expos,WIN,6,1981-04-20,1981-04-26
Montreal Expos,LOSS,5,1981-06-03,1981-06-07
Montreal Expos,WIN,5,1981-08-25,1981-08-29
Montreal Expos,WIN,7,1981-09-20,1981-09-26
New York Mets,LOSS,7,1981-04-25,1981-05-01
New York Mets,LOSS,9,1981-05-10,1981-05-19
New York Mets,LOSS,5,1981-09-22,1981-09-26
Oakland Athletics,WIN,11,1981-04-09,1981-04-19
Oakland Athletics,WIN,6,1981-04-20,1981-04-26
Oakland Athletics,LOSS,8,1981-05-14,1981-05-21
Oakland Athletics,WIN,5,1981-05-22,1981-05-25
Oakland Athletics,WIN,5,1981-08-14,1981-08-19
Pittsburgh Pirates,LOSS,7,1981-08-24,1981-08-30
San Diego Padres,LOSS,5,1981-04-11,1981-04-15
San Diego Padres,LOSS,5,1981-04-25,1981-04-30
San Diego Padres,LOSS,7,1981-08-23,1981-08-29
San Diego Padres,LOSS,6,1981-09-22,1981-09-28
San Diego Padres,WIN,5,1981-09-29,1981-10-03
Seattle Mariners,LOSS,10,1981-08-20,1981-08-30
Seattle Mariners,WIN,5,1981-09-22,1981-09-26
San Francisco Giants,LOSS,5,1981-04-21,1981-04-25
San Francisco Giants,LOSS,7,1981-06-06,1981-08-10
San Francisco Giants,WIN,5,1981-08-27,1981-09-01
St. Louis Cardinals,WIN,8,1981-04-16,1981-04-26
St. Louis Cardinals,LOSS,5,1981-09-05,1981-09-09
Texas Rangers,WIN,5,1981-05-22,1981-05-26
Texas Rangers,WIN,5,1981-09-28,1981-10-03
Toronto Blue Jays,LOSS,6,1981-05-20,1981-05-25
Toronto Blue Jays,LOSS,12,1981-05-31,1981-08-10
Toronto Blue Jays,LOSS,5,1981-08-22,1981-08-27
Toronto Blue Jays,LOSS,5,1981-09-22,1981-09-26
Minnesota Twins,LOSS,8,1981-05-13,1981-05-21
Minnesota Twins,LOSS,6,1981-08-14,1981-08-19
Minnesota Twins,WIN,7,1981-09-07,1981-09-14
Philadelphia Phillies,WIN,6,1981-04-13,1981-04-19
Philadelphia Phillies,WIN,5,1981-06-06,1981-06-10
Philadelphia Phillies,LOSS,6,1981-08-25,1981-08-30
Atlanta Braves,WIN,6,1981-04-19,1981-04-25
Atlanta Braves,LOSS,5,1981-04-26,1981-04-30
Atlanta Braves,LOSS,5,1981-05-16,1981-05-22
Atlanta Braves,LOSS,5,1981-06-06,1981-06-11
Atlanta Braves,LOSS,5,1981-09-13,1981-09-17
Chicago White Sox,WIN,6,1981-04-21,1981-04-26
Chicago White Sox,WIN,6,1981-06-08,1981-08-11
Chicago White Sox,LOSS,6,1981-08-28,1981-09-02
New York Yankees,WIN,9,1981-06-01,1981-06-09
New York Yankees,WIN,5,1981-08-28,1981-09-01
New York Yankees,WIN,5,1981-09-04,1981-09-09
Milwaukee Brewers,WIN,6,1981-05-15,1981-05-21
